"","Player","TotalRuns","Total4s","Total6s","TotalBoundaries","RunsFrom4s","RunsFrom6s","RunsFromBoundaries","PropFrom4s","PropFrom6s","PropFromBoundaries"
"2215","RA Jones (NZ)",23,1,0,1,4,0,4,0.173913043478261,0,0.173913043478261
"2216","RA Legall (WI)",50,0,0,0,0,0,0,0,0,0
"2217","RA McLean (SA)",2120,225,12,237,900,72,972,0.424528301886792,0.0339622641509434,0.458490566037736
"2218","RA Reifer (WI)",52,6,1,7,24,6,30,0.461538461538462,0.115384615384615,0.576923076923077
"2219","RA Saggers (AUS)",30,0,0,0,0,0,0,0,0,0
"2220","RA Sinfield (ENG)",6,0,0,0,0,0,0,0,0,0
"2221","RA Smith (ENG)",4190,550,11,561,2200,66,2266,0.525059665871122,0.0157517899761337,0.540811455847255
"2222","RA Woolmer (ENG)",1105,135,2,137,540,12,552,0.48868778280543,0.0108597285067873,0.499547511312217
"2223","RA Young (ENG)",27,4,0,4,16,0,16,0.592592592592593,0,0.592592592592593
"2224","RA Young (NZ)",169,19,1,20,76,6,82,0.449704142011834,0.0355029585798817,0.485207100591716
"2225","Rafiqul Islam (BDESH)",7,1,0,1,4,0,4,0.571428571428571,0,0.571428571428571
"2226","Rahat Ali (PAK)",136,19,3,22,76,18,94,0.558823529411765,0.132352941176471,0.691176470588235
"2227","Rahmat Shah (AFG)",18,2,0,2,8,0,8,0.444444444444444,0,0.444444444444444
"2228","Rajin Saleh (BDESH)",1141,138,5,143,552,30,582,0.483786152497809,0.0262927256792287,0.510078878177038
"2229","Rajinder Pal (INDIA)",6,0,0,0,0,0,0,0,0,0
"2230","RAL Massie (AUS)",78,3,2,5,12,12,24,0.153846153846154,0.153846153846154,0.307692307692308
"2231","Rameez Raja (PAK)",2833,307,3,310,1228,18,1246,0.433462760324744,0.00635368866925521,0.439816448993999
"2232","Ranjan Das (BDESH)",2,0,0,0,0,0,0,0,0,0
"2233","RAP Nissanka (SL)",18,2,0,2,8,0,8,0.444444444444444,0,0.444444444444444
"2234","Raqibul Hasan (BDESH)",336,37,1,38,148,6,154,0.44047619047619,0.0178571428571429,0.458333333333333
"2235","RAS Lakmal (SL)",619,86,3,89,344,18,362,0.555735056542811,0.0290791599353796,0.584814216478191
"2236","Rashid Khan (AFG)",19,2,0,2,8,0,8,0.421052631578947,0,0.421052631578947
"2237","Rashid Khan (PAK)",155,21,0,21,84,0,84,0.541935483870968,0,0.541935483870968
"2238","Rashid Latif (PAK)",1381,156,5,161,624,30,654,0.451846488052136,0.0217233888486604,0.473569876900797
"2239","RB Desai (INDIA)",418,27,1,28,108,6,114,0.258373205741627,0.0143540669856459,0.272727272727273
"2240","RB Kanhai (WI)",6227,566,23,589,2264,138,2402,0.363577966918259,0.0221615545206359,0.385739521438895
"2241","RB Kenny (INDIA)",245,0,0,0,0,0,0,0,0,0
"2242","RB Kerr (AUS)",31,0,0,0,0,0,0,0,0,0
"2243","RB McCosker (AUS)",1622,143,3,146,572,18,590,0.352651048088779,0.0110974106041924,0.363748458692972
"2244","RB Minnett (AUS)",395,39,0,39,156,0,156,0.394936708860759,0,0.394936708860759
"2245","RB Richardson (WI)",5949,761,23,784,3044,138,3182,0.511682635737099,0.0231971759959657,0.534879811733064
"2246","RB Simpson (AUS)",4869,349,2,351,1396,12,1408,0.286711850482645,0.00246457178065311,0.289176422263298
"2247","RB Stewart (SA)",13,0,0,0,0,0,0,0,0,0
"2248","RC Allen (AUS)",44,3,0,3,12,0,12,0.272727272727273,0,0.272727272727273
"2249","RC Blunt (NZ)",330,8,0,8,32,0,32,0.096969696969697,0,0.096969696969697
"2250","RC Fredericks (WI)",4334,425,8,433,1700,48,1748,0.392247346562067,0.0110752191970466,0.403322565759114
"2251","RC Irani (ENG)",86,11,0,11,44,0,44,0.511627906976744,0,0.511627906976744
"2252","RC Miller (WI)",23,0,0,0,0,0,0,0,0,0
"2253","RC Motz (NZ)",612,53,14,67,212,84,296,0.34640522875817,0.137254901960784,0.483660130718954
"2254","RC Russell (ENG)",1851,201,0,201,804,0,804,0.434359805510535,0,0.434359805510535
"2255","RC Saxena (INDIA)",25,3,0,3,12,0,12,0.48,0,0.48
"2256","RD Jackman (ENG)",42,2,0,2,8,0,8,0.19047619047619,0,0.19047619047619
"2257","RD Jacobs (WI)",2577,300,23,323,1200,138,1338,0.465657741559953,0.0535506402793946,0.519208381839348
"2258","RD King (WI)",66,7,0,7,28,0,28,0.424242424242424,0,0.424242424242424
"2259","RD Parkar (INDIA)",80,10,0,10,40,0,40,0.5,0,0.5
"2260","RD Robinson (AUS)",100,14,0,14,56,0,56,0.56,0,0.56
"2261","RD Woolley (AUS)",21,3,0,3,12,0,12,0.571428571428571,0,0.571428571428571
"2262","RDB Croft (ENG)",421,50,2,52,200,12,212,0.475059382422803,0.0285035629453682,0.503562945368171
"2263","RE Foster (ENG)",602,61,1,62,244,6,250,0.40531561461794,0.00996677740863787,0.415282392026578
"2264","RE Grieveson (SA)",114,3,0,3,12,0,12,0.105263157894737,0,0.105263157894737
"2265","RE Marshall (WI)",143,11,0,11,44,0,44,0.307692307692308,0,0.307692307692308
"2266","RE Redmond (NZ)",163,29,0,29,116,0,116,0.711656441717791,0,0.711656441717791
"2267","RES Wyatt (ENG)",1839,57,6,63,228,36,264,0.123980424143556,0.0195758564437194,0.143556280587276
"2268","Rev.DS Sheppard (ENG)",1172,104,1,105,416,6,422,0.354948805460751,0.00511945392491468,0.360068259385666
"2269","RF Surti (INDIA)",1263,84,2,86,336,12,348,0.26603325415677,0.00950118764845606,0.275534441805226
"2270","RG Archer (AUS)",713,67,9,76,268,54,322,0.375876577840112,0.0757363253856942,0.451612903225806
"2271","RG Barlow (ENG)",591,31,0,31,124,0,124,0.209813874788494,0,0.209813874788494
"2272","RG de Alwis (SL)",152,12,2,14,48,12,60,0.315789473684211,0.0789473684210526,0.394736842105263
"2273","RG Draper (SA)",25,0,0,0,0,0,0,0,0,0
"2274","RG Gregory (AUS)",153,7,0,7,28,0,28,0.183006535947712,0,0.183006535947712
"2275","RG Hart (NZ)",260,18,0,18,72,0,72,0.276923076923077,0,0.276923076923077
"2276","RG Holland (AUS)",35,3,0,3,12,0,12,0.342857142857143,0,0.342857142857143
"2277","RG Nadkarni (INDIA)",1414,80,2,82,320,12,332,0.226308345120226,0.00848656294200849,0.234794908062235
"2278","RG Pollock (SA)",2256,289,11,300,1156,66,1222,0.512411347517731,0.0292553191489362,0.541666666666667
"2279","RG Samuels (WI)",372,52,4,56,208,24,232,0.559139784946237,0.0645161290322581,0.623655913978495
"2280","RG Sharma (INDIA)",1479,144,29,173,576,174,750,0.389452332657201,0.117647058823529,0.50709939148073
"2281","RG Twose (NZ)",628,63,7,70,252,42,294,0.401273885350318,0.0668789808917197,0.468152866242038
"2282","RGA Headley (WI)",62,7,0,7,28,0,28,0.451612903225806,0,0.451612903225806
"2283","RGCE Wijesuriya (SL)",22,0,0,0,0,0,0,0,0,0
"2284","RGD Willis (ENG)",840,79,1,80,316,6,322,0.376190476190476,0.00714285714285714,0.383333333333333
"2285","RGM Patel (INDIA)",0,0,0,0,0,0,0,NA,NA,NA
"2286","RH Catterall (SA)",1555,36,8,44,144,48,192,0.092604501607717,0.0308681672025723,0.123472668810289
"2287","RH Robinson (AUS)",5,0,0,0,0,0,0,0,0,0
"2288","RH Scott (NZ)",18,3,0,3,12,0,12,0.666666666666667,0,0.666666666666667
"2289","RH Shodhan (INDIA)",181,15,0,15,60,0,60,0.331491712707182,0,0.331491712707182
"2290","RH Spooner (ENG)",481,25,1,26,100,6,106,0.207900207900208,0.0124740124740125,0.22037422037422
"2291","RH Vance (NZ)",207,22,0,22,88,0,88,0.42512077294686,0,0.42512077294686
"2292","RHD Sellers (AUS)",0,0,0,0,0,0,0,NA,NA,NA
"2293","RHM Hands (SA)",7,0,0,0,0,0,0,0,0,0
"2294","RI Harford (NZ)",7,0,0,0,0,0,0,0,0,0
"2295","Riaz Afridi (PAK)",9,2,0,2,8,0,8,0.888888888888889,0,0.888888888888889
"2296","RIC Holder (WI)",380,41,1,42,164,6,170,0.431578947368421,0.0157894736842105,0.447368421052632
"2297","Rizwan-uz-Zaman (PAK)",345,17,0,17,68,0,68,0.197101449275362,0,0.197101449275362
"2298","RJ Bailey (ENG)",119,8,0,8,32,0,32,0.26890756302521,0,0.26890756302521
"2299","RJ Blakey (ENG)",7,1,0,1,4,0,4,0.571428571428571,0,0.571428571428571
"2300","RJ Bright (AUS)",445,44,2,46,176,12,188,0.395505617977528,0.0269662921348315,0.42247191011236
"2301","RJ Christiani (WI)",896,26,2,28,104,12,116,0.116071428571429,0.0133928571428571,0.129464285714286
"2302","RJ Crisp (SA)",123,8,1,9,32,6,38,0.260162601626016,0.0487804878048781,0.308943089430894
"2303","RJ Harris (AUS)",603,63,9,72,252,54,306,0.417910447761194,0.0895522388059701,0.507462686567164
"2304","RJ Inverarity (AUS)",174,20,0,20,80,0,80,0.459770114942529,0,0.459770114942529
"2305","RJ Kennedy (NZ)",28,4,0,4,16,0,16,0.571428571428571,0,0.571428571428571
"2306","RJ Kirtley (ENG)",32,1,1,2,4,6,10,0.125,0.1875,0.3125
"2307","RJ Nicol (NZ)",28,2,0,2,8,0,8,0.285714285714286,0,0.285714285714286
"2308","RJ Peterson (SA)",464,61,2,63,244,12,256,0.525862068965517,0.0258620689655172,0.551724137931034
"2309","RJ Pope (AUS)",3,0,0,0,0,0,0,0,0,0
"2310","RJ Quiney (AUS)",9,1,0,1,4,0,4,0.444444444444444,0,0.444444444444444
"2311","RJ Ratnayake (SL)",433,35,10,45,140,60,200,0.323325635103926,0.138568129330254,0.46189376443418
"2312","RJ Shastri (INDIA)",3830,317,22,339,1268,132,1400,0.331070496083551,0.0344647519582245,0.365535248041775
"2313","RJ Sidebottom (ENG)",313,37,0,37,148,0,148,0.472843450479233,0,0.472843450479233
"2314","RJ Westcott (SA)",166,10,0,10,40,0,40,0.240963855421687,0,0.240963855421687
"2315","RJD Jamshedji (INDIA)",5,0,0,0,0,0,0,0,0,0
"2316","RK Chauhan (INDIA)",98,10,3,13,40,18,58,0.408163265306122,0.183673469387755,0.591836734693878
"2317","RK Illingworth (ENG)",128,15,0,15,60,0,60,0.46875,0,0.46875
"2318","RK Kleinveldt (SA)",27,1,2,3,4,12,16,0.148148148148148,0.444444444444444,0.592592592592593
"2319","RK Nunes (WI)",245,19,0,19,76,0,76,0.310204081632653,0,0.310204081632653
"2320","RK Oxenham (AUS)",151,9,0,9,36,0,36,0.23841059602649,0,0.23841059602649
"2321","RK Tyldesley (ENG)",47,1,1,2,4,6,10,0.0851063829787234,0.127659574468085,0.212765957446809
"2322","RKJ Dawson (ENG)",114,14,0,14,56,0,56,0.491228070175439,0,0.491228070175439
"2323","RL Chase (WI)",1242,137,7,144,548,42,590,0.44122383252818,0.0338164251207729,0.475040257648953
"2324","RL Dias (SL)",1285,141,1,142,564,6,570,0.438910505836576,0.0046692607003891,0.443579766536965
"2325","RL Fuller (WI)",1,0,0,0,0,0,0,0,0,0
"2326","RL Harvey (SA)",51,0,1,1,0,6,6,0,0.117647058823529,0.117647058823529
"2327","RL Johnson (ENG)",59,6,3,9,24,18,42,0.406779661016949,0.305084745762712,0.711864406779661
"2328","RL Park (AUS)",0,0,0,0,0,0,0,NA,NA,NA
"2329","RL Powell (WI)",53,10,0,10,40,0,40,0.754716981132076,0,0.754716981132076
"2330","RL Sanghvi (INDIA)",2,0,0,0,0,0,0,0,0,0
"2331","RM Cowper (AUS)",2061,156,0,156,624,0,624,0.302765647743814,0,0.302765647743814
"2332","RM Edwards (WI)",65,5,0,5,20,0,20,0.307692307692308,0,0.307692307692308
"2333","RM Ellison (ENG)",202,23,0,23,92,0,92,0.455445544554455,0,0.455445544554455
"2334","RM Harris (NZ)",31,4,0,4,16,0,16,0.516129032258065,0,0.516129032258065
"2335","RM Hogg (AUS)",439,45,1,46,180,6,186,0.41002277904328,0.0136674259681093,0.42369020501139
"2336","RM Poore (SA)",76,0,0,0,0,0,0,0,0,0
"2337","RM Prideaux (ENG)",102,8,0,8,32,0,32,0.313725490196078,0,0.313725490196078
"2338","RMH Binny (INDIA)",876,69,5,74,276,30,306,0.315068493150685,0.0342465753424658,0.349315068493151
"2339","RMH Cottam (ENG)",27,1,0,1,4,0,4,0.148148148148148,0,0.148148148148148
"2340","RMS Eranga (SL)",193,26,0,26,104,0,104,0.538860103626943,0,0.538860103626943
"2341","RN Harvey (AUS)",6149,452,1,453,1808,6,1814,0.294031549845503,0.000975768417628883,0.295007318263132
"2342","RN Lewis (WI)",89,15,0,15,60,0,60,0.674157303370786,0,0.674157303370786
"2343","RNS Hobbs (ENG)",34,2,1,3,8,6,14,0.235294117647059,0.176470588235294,0.411764705882353
"2344","RO Butcher (ENG)",71,9,0,9,36,0,36,0.507042253521127,0,0.507042253521127
"2345","RO Collinge (NZ)",533,43,7,50,172,42,214,0.322701688555347,0.0787992495309568,0.401500938086304
"2346","RO Hinds (WI)",459,54,2,56,216,12,228,0.470588235294118,0.0261437908496732,0.496732026143791
"2347","RO Jenkins (ENG)",198,0,0,0,0,0,0,0,0,0
"2348","RO Scarlett (WI)",54,0,0,0,0,0,0,0,0,0
"2349","RO Schwarz (SA)",378,21,1,22,84,6,90,0.222222222222222,0.0158730158730159,0.238095238095238
"2350","Robiul Islam (BDESH)",99,13,3,16,52,18,70,0.525252525252525,0.181818181818182,0.707070707070707
"2351","RP Arnold (SL)",1821,222,3,225,888,18,906,0.487644151565074,0.00988467874794069,0.497528830313015
"2352","RP Burl (ZIM)",16,3,0,3,12,0,12,0.75,0,0.75
"2353","RP de Groen (NZ)",45,6,0,6,24,0,24,0.533333333333333,0,0.533333333333333
"2354","RP Singh (INDIA)",116,16,1,17,64,6,70,0.551724137931034,0.0517241379310345,0.603448275862069
"2355","RP Snell (SA)",95,14,0,14,56,0,56,0.589473684210526,0,0.589473684210526
"2356","RPW Guneratne (SL)",0,0,0,0,0,0,0,NA,NA,NA
"2357","RR Dower (SA)",9,0,0,0,0,0,0,0,0,0
"2358","RR Jumadeen (WI)",84,2,0,2,8,0,8,0.0952380952380952,0,0.0952380952380952
"2359","RR Kulkarni (INDIA)",2,0,0,0,0,0,0,0,0,0
"2360","RR Lindwall (AUS)",1502,137,13,150,548,78,626,0.364846870838882,0.051930758988016,0.416777629826897
"2361","RR Pant (INDIA)",43,4,2,6,16,12,28,0.372093023255814,0.27906976744186,0.651162790697674
"2362","RR Powar (INDIA)",13,2,0,2,8,0,8,0.615384615384615,0,0.615384615384615
"2363","RR Ramdass (WI)",26,3,0,3,12,0,12,0.461538461538462,0,0.461538461538462
"2364","RR Sarwan (WI)",5842,747,14,761,2988,84,3072,0.511468675111263,0.0143786374529271,0.52584731256419
"2365","RR Singh (INDIA)",27,4,0,4,16,0,16,0.592592592592593,0,0.592592592592593
"2366","RS Bopara (ENG)",575,71,2,73,284,12,296,0.493913043478261,0.0208695652173913,0.514782608695652
"2367","RS Cunis (NZ)",295,23,0,23,92,0,92,0.311864406779661,0,0.311864406779661
"2368","RS Grant (WI)",220,4,3,7,16,18,34,0.0727272727272727,0.0818181818181818,0.154545454545455
"2369","RS Kalpage (SL)",294,35,4,39,140,24,164,0.476190476190476,0.0816326530612245,0.557823129251701
"2370","RS Kaluwitharana (SL)",1933,284,6,290,1136,36,1172,0.587687532333161,0.0186239006725297,0.606311433005691
"2371","RS Madugalle (SL)",1075,103,2,105,412,12,424,0.383255813953488,0.0111627906976744,0.394418604651163
"2372","RS Mahanama (SL)",2576,293,2,295,1172,12,1184,0.454968944099379,0.0046583850931677,0.459627329192547
"2373","RS Modi (INDIA)",736,16,0,16,64,0,64,0.0869565217391304,0,0.0869565217391304
"2374","RS Morton (WI)",573,79,7,86,316,42,358,0.551483420593368,0.0732984293193717,0.62478184991274
"2375","RSA Jayasekera (SL)",2,0,0,0,0,0,0,0,0,0
"2376","RT Barber (NZ)",17,0,0,0,0,0,0,0,0,0
"2377","RT Latham (NZ)",219,27,1,28,108,6,114,0.493150684931507,0.0273972602739726,0.520547945205479
"2378","RT Ponting (AUS)",13378,1509,73,1582,6036,438,6474,0.451188518463148,0.0327403199282404,0.483928838391389
"2379","RT Robinson (ENG)",1601,182,0,182,728,0,728,0.45471580262336,0,0.45471580262336
"2380","RT Simpson (ENG)",1401,96,5,101,384,30,414,0.274089935760171,0.0214132762312634,0.295503211991435
"2381","RT Spooner (ENG)",354,0,0,0,0,0,0,0,0,0
"2382","RT Stanyforth (ENG)",9,0,0,0,0,0,0,0,0,0
"2383","RTD Perks (ENG)",3,0,0,0,0,0,0,0,0,0
"2384","Rubel Hossain (BDESH)",259,33,4,37,132,24,156,0.50965250965251,0.0926640926640927,0.602316602316602
"2385","RV Divecha (INDIA)",60,1,0,1,4,0,4,0.0666666666666667,0,0.0666666666666667
"2386","RW Anderson (NZ)",423,43,1,44,172,6,178,0.40661938534279,0.0141843971631206,0.42080378250591
"2387","RW Barber (ENG)",1495,114,3,117,456,18,474,0.305016722408027,0.0120401337792642,0.317056856187291
"2388","RW Blair (NZ)",189,15,2,17,60,12,72,0.317460317460317,0.0634920634920635,0.380952380952381
"2389","RW Chakabva (ZIM)",618,51,4,55,204,24,228,0.330097087378641,0.0388349514563107,0.368932038834951
"2390","RW Marsh (AUS)",3633,381,24,405,1524,144,1668,0.419488026424443,0.0396366639141206,0.459124690338563
"2391","RW McLeod (AUS)",146,5,0,5,20,0,20,0.136986301369863,0,0.136986301369863
"2392","RW Morgan (NZ)",734,68,0,68,272,0,272,0.370572207084469,0,0.370572207084469
"2393","RW Price (ZIM)",261,41,1,42,164,6,170,0.628352490421456,0.0229885057471264,0.651340996168582
"2394","RW Taylor (ENG)",1156,100,1,101,400,6,406,0.346020761245675,0.00519031141868512,0.35121107266436
"2395","RW Tolchard (ENG)",129,10,0,10,40,0,40,0.310077519379845,0,0.310077519379845
"2396","RWG Emery (NZ)",46,0,0,0,0,0,0,0,0,0
"2397","RWT Key (ENG)",775,97,2,99,388,12,400,0.500645161290323,0.0154838709677419,0.516129032258065
"2398","RWV Robins (ENG)",612,49,0,49,196,0,196,0.320261437908497,0,0.320261437908497
"2399","S Abid Ali (INDIA)",1018,84,0,84,336,0,336,0.330058939096267,0,0.330058939096267
"2400","S Amarnath (INDIA)",550,42,1,43,168,6,174,0.305454545454545,0.0109090909090909,0.316363636363636
"2401","S Badrinath (INDIA)",63,8,0,8,32,0,32,0.507936507936508,0,0.507936507936508
"2402","S Chanderpaul (WI)",11867,1285,36,1321,5140,216,5356,0.433133900733125,0.0182017359062948,0.45133563663942
"2403","S Chattergoon (WI)",127,16,0,16,64,0,64,0.503937007874016,0,0.503937007874016
"2404","S Christopherson (ENG)",17,0,0,0,0,0,0,0,0,0
"2405","S Dhawan (INDIA)",2311,316,12,328,1264,72,1336,0.546949372565989,0.0311553440069234,0.578104716572912
"2406","S Elworthy (SA)",72,10,0,10,40,0,40,0.555555555555556,0,0.555555555555556
"2407","S Guha (INDIA)",17,1,0,1,4,0,4,0.235294117647059,0,0.235294117647059
"2408","S Haigh (ENG)",113,6,0,6,24,0,24,0.212389380530973,0,0.212389380530973
"2409","S Jeganathan (SL)",19,3,0,3,12,0,12,0.631578947368421,0,0.631578947368421
"2410","S Kalavitigoda (SL)",8,1,0,1,4,0,4,0.5,0,0.5
"2411","S Madan Lal (INDIA)",1042,87,1,88,348,6,354,0.333973128598848,0.00575815738963532,0.339731285988484
"2412","S Matsikenyeri (ZIM)",351,46,3,49,184,18,202,0.524216524216524,0.0512820512820513,0.575498575498576
"2413","S Morris (AUS)",14,1,0,1,4,0,4,0.285714285714286,0,0.285714285714286
"2414","S Mushtaq Ali (INDIA)",612,26,0,26,104,0,104,0.169934640522876,0,0.169934640522876
"2415","S Nazir Ali (INDIA)",30,0,0,0,0,0,0,0,0,0
"2416","S Nyalchand (INDIA)",7,0,0,0,0,0,0,0,0,0
"2417","S O'Linn (SA)",297,23,1,24,92,6,98,0.30976430976431,0.0202020202020202,0.32996632996633
"2418","S Prasanna (SL)",5,0,0,0,0,0,0,0,0,0
"2419","S Ragoonath (WI)",13,1,0,1,4,0,4,0.307692307692308,0,0.307692307692308
"2420","S Ramadhin (WI)",361,20,0,20,80,0,80,0.221606648199446,0,0.221606648199446
"2421","S Ramesh (INDIA)",1321,155,0,155,620,0,620,0.469341408024224,0,0.469341408024224
"2422","S Ranatunga (SL)",531,56,0,56,224,0,224,0.421845574387947,0,0.421845574387947
"2423","S Randiv (SL)",147,16,0,16,64,0,64,0.435374149659864,0,0.435374149659864
"2424","S Samarawickrama (SL)",125,17,1,18,68,6,74,0.544,0.048,0.592
"2425","S Shillingford (WI)",266,30,9,39,120,54,174,0.451127819548872,0.203007518796992,0.654135338345865
"2426","S Shivnarine (WI)",379,37,0,37,148,0,148,0.390501319261214,0,0.390501319261214
"2427","S Sreesanth (INDIA)",281,38,4,42,152,24,176,0.540925266903915,0.0854092526690391,0.626334519572954
"2428","S van Zyl (SA)",395,59,0,59,236,0,236,0.59746835443038,0,0.59746835443038
"2429","S Venkataraghavan (INDIA)",748,49,3,52,196,18,214,0.262032085561497,0.0240641711229947,0.286096256684492
"2430","S Viswanath (INDIA)",31,0,0,0,0,0,0,0,0,0
"2431","S Wazir Ali (INDIA)",237,0,0,0,0,0,0,0,0,0
"2432","S Wettimuny (SL)",1221,114,0,114,456,0,456,0.373464373464373,0,0.373464373464373
"2433","S Young (AUS)",4,1,0,1,4,0,4,1,0,1
"2434","SA Ankola (INDIA)",6,1,0,1,4,0,4,0.666666666666667,0,0.666666666666667
"2435","SA Banerjee (INDIA)",0,0,0,0,0,0,0,NA,NA,NA
"2436","SA Durani (INDIA)",1202,126,15,141,504,90,594,0.419301164725458,0.0748752079866889,0.494176372712146
"2437","SA Muller (AUS)",6,1,0,1,4,0,4,0.666666666666667,0,0.666666666666667
"2438","SA Thomson (NZ)",958,133,6,139,532,36,568,0.555323590814196,0.0375782881002088,0.592901878914405
"2439","Sabbir Rahman (BDESH)",481,57,6,63,228,36,264,0.474012474012474,0.0748440748440748,0.548856548856549
"2440","Sadiq Mohammad (PAK)",2625,247,0,247,988,0,988,0.376380952380952,0,0.376380952380952
"2441","Saeed Ahmed (PAK)",2991,197,4,201,788,24,812,0.263457037780007,0.00802407221664995,0.271481109996657
"2442","Saeed Ajmal (PAK)",451,44,4,48,176,24,200,0.390243902439024,0.0532150776053215,0.443458980044346
"2443","Saeed Anwar (PAK)",4052,535,14,549,2140,84,2224,0.528134254689042,0.0207305034550839,0.548864758144126
"2444","Sajedul Islam (BDESH)",18,2,0,2,8,0,8,0.444444444444444,0,0.444444444444444
"2445","Salahuddin (PAK)",117,0,0,0,0,0,0,0,0,0
"2446","Saleem Altaf (PAK)",276,16,1,17,64,6,70,0.231884057971014,0.0217391304347826,0.253623188405797
"2447","Saleem Elahi (PAK)",436,50,2,52,200,12,212,0.458715596330275,0.0275229357798165,0.486238532110092
"2448","Saleem Jaffar (PAK)",42,0,0,0,0,0,0,0,0,0
"2449","Saleem Malik (PAK)",5768,678,7,685,2712,42,2754,0.470180305131761,0.00728155339805825,0.47746185852982
"2450","Saleem Yousuf (PAK)",1055,100,4,104,400,24,424,0.37914691943128,0.0227488151658768,0.401895734597156
"2451","Salman Butt (PAK)",1889,276,1,277,1104,6,1110,0.584436209634727,0.00317628374801482,0.587612493382742
"2452","Sami Aslam (PAK)",758,77,4,81,308,24,332,0.406332453825858,0.0316622691292876,0.437994722955145
"2453","Sanwar Hossain (BDESH)",345,40,0,40,160,0,160,0.463768115942029,0,0.463768115942029
"2454","Saqlain Mushtaq (PAK)",927,82,7,89,328,42,370,0.353829557713053,0.0453074433656958,0.399137001078749
"2455","SAR Silva (SL)",353,17,0,17,68,0,68,0.192634560906516,0,0.192634560906516
"2456","Sarandeep Singh (INDIA)",43,1,0,1,4,0,4,0.0930232558139535,0,0.0930232558139535
"2457","Sarfraz Ahmed (PAK)",2267,229,7,236,916,42,958,0.404058226731363,0.0185266872518747,0.422584913983238
"2458","Sarfraz Nawaz (PAK)",1045,93,1,94,372,6,378,0.355980861244019,0.00574162679425837,0.361722488038278
"2459","SB Bangar (INDIA)",470,57,3,60,228,18,246,0.485106382978723,0.0382978723404255,0.523404255319149
"2460","SB Doull (NZ)",524,68,9,77,272,54,326,0.519083969465649,0.103053435114504,0.622137404580153
"2461","SB Joshi (INDIA)",352,36,4,40,144,24,168,0.409090909090909,0.0681818181818182,0.477272727272727
"2462","SB O'Connor (NZ)",103,7,0,7,28,0,28,0.271844660194175,0,0.271844660194175
"2463","SB Smith (AUS)",41,6,0,6,24,0,24,0.585365853658537,0,0.585365853658537
"2464","SB Styris (NZ)",1586,205,13,218,820,78,898,0.517023959646911,0.0491803278688525,0.566204287515763
"2465","SC Cook (SA)",632,66,0,66,264,0,264,0.417721518987342,0,0.417721518987342
"2466","SC Ganguly (INDIA)",7212,900,57,957,3600,342,3942,0.499168053244592,0.0474209650582363,0.546589018302829
"2467","SC Griffith (ENG)",157,15,0,15,60,0,60,0.382165605095541,0,0.382165605095541
"2468","SC Guillen (NZ)",98,3,2,5,12,12,24,0.122448979591837,0.122448979591837,0.244897959183673
"2469","SC Guillen (WI)",104,12,0,12,48,0,48,0.461538461538462,0,0.461538461538462
"2470","SC Joseph (WI)",147,20,1,21,80,6,86,0.54421768707483,0.0408163265306122,0.585034013605442
"2471","SC Kerrigan (ENG)",1,0,0,0,0,0,0,0,0,0
"2472","SC Stayers (WI)",58,0,0,0,0,0,0,0,0,0
"2473","SC Williams (WI)",1137,164,6,170,656,36,692,0.576956904133685,0.0316622691292876,0.608619173262973
"2474","SC Williams (ZIM)",421,58,1,59,232,6,238,0.551068883610451,0.0142517814726841,0.565320665083135
"2475","SCG MacGill (AUS)",349,38,2,40,152,12,164,0.435530085959885,0.0343839541547278,0.469914040114613
"2476","SCJ Broad (ENG)",3025,374,37,411,1496,222,1718,0.494545454545455,0.0733884297520661,0.567933884297521
"2477","SD Anurasiri (SL)",91,5,0,5,20,0,20,0.21978021978022,0,0.21978021978022
"2478","SD Hope (WI)",1210,145,5,150,580,30,610,0.479338842975207,0.0247933884297521,0.504132231404959
"2479","SD Jack (SA)",7,0,0,0,0,0,0,0,0,0
"2480","SD Robson (ENG)",336,42,1,43,168,6,174,0.5,0.0178571428571429,0.517857142857143
"2481","SD Snooke (SA)",0,0,0,0,0,0,0,NA,NA,NA
"2482","SD Udal (ENG)",109,14,1,15,56,6,62,0.513761467889908,0.055045871559633,0.568807339449541
"2483","SE Bond (NZ)",168,20,4,24,80,24,104,0.476190476190476,0.142857142857143,0.619047619047619
"2484","SE Gregory (AUS)",2282,157,0,157,628,0,628,0.275197195442594,0,0.275197195442594
"2485","SE Marsh (AUS)",2068,243,7,250,972,42,1014,0.470019342359768,0.0203094777562863,0.490328820116054
"2486","SF Barnes (ENG)",246,6,0,6,24,0,24,0.0975609756097561,0,0.0975609756097561
"2487","SF Burke (SA)",42,1,1,2,4,6,10,0.0952380952380952,0.142857142857143,0.238095238095238
"2488","SF Mire (ZIM)",78,12,1,13,48,6,54,0.615384615384615,0.0769230769230769,0.692307692307692
"2489","SF Rehman (PAK)",10,0,0,0,0,0,0,0,0,0
"2490","SFAF Bacchus (WI)",782,76,3,79,304,18,322,0.388746803069054,0.0230179028132992,0.411764705882353
"2491","SG Barnes (AUS)",1072,93,2,95,372,12,384,0.347014925373134,0.0111940298507463,0.358208955223881
"2492","SG Borthwick (ENG)",5,1,0,1,4,0,4,0.8,0,0.8
"2493","SG Gedye (NZ)",193,10,0,10,40,0,40,0.207253886010363,0,0.207253886010363
"2494","SG Law (AUS)",54,1,0,1,4,0,4,0.0740740740740741,0,0.0740740740740741
